run,split,instance_id,resolved,steps,cost_usd,exit_status,failed_edits
20240402_sweagent_claude3opus,full,django__django-12262,False,26,4.07611500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12273,False,25,4.05729000,submitted (exit_cost),8
20240402_sweagent_claude3opus,full,django__django-12276,True,9,1.47970500,submitted,1
20240402_sweagent_claude3opus,full,django__django-12281,False,25,4.13334000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-12284,False,25,4.12428000,submitted (exit_cost),5
20240402_sweagent_claude3opus,full,django__django-12286,True,17,2.71875000,submitted,1
20240402_sweagent_claude3opus,full,django__django-12299,False,25,4.16682000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-12304,False,14,1.96794000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12308,False,23,4.06879500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12313,False,25,4.06938000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12325,False,26,4.20643500,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-12343,False,8,1.47171000,submitted,1
20240402_sweagent_claude3opus,full,django__django-12360,False,27,4.02088500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12364,False,12,4.34421000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12394,False,23,4.06723500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12396,False,19,4.09219500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12406,False,23,4.15161000,submitted (exit_cost),10
20240402_sweagent_claude3opus,full,django__django-12407,False,24,4.16124000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12430,False,24,4.07490000,exit_cost,20
20240402_sweagent_claude3opus,full,django__django-12431,False,17,4.17445500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12441,False,22,4.00623000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-12453,True,8,1.31829000,submitted,2
20240402_sweagent_claude3opus,full,django__django-12458,False,16,2.90871000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12469,False,24,4.00789500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12470,False,28,4.04649000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12477,False,23,4.00504500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12485,False,24,4.02120000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12486,False,24,4.16409000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12496,False,27,4.18545000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12497,False,10,1.80583500,submitted,1
20240402_sweagent_claude3opus,full,django__django-12503,False,22,4.13295000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12504,False,5,0.74241000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12508,False,22,3.40578000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12513,False,24,4.00051500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12517,False,21,4.04286000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12519,False,18,4.17178500,exit_cost,1
20240402_sweagent_claude3opus,full,django__django-12532,False,23,4.02753000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12553,False,12,2.05906500,submitted,0
20240402_sweagent_claude3opus,full,django__django-12556,False,11,1.74358500,submitted,0
20240402_sweagent_claude3opus,full,django__django-12568,False,27,4.07277000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-12588,False,6,0.92581500,submitted,1
20240402_sweagent_claude3opus,full,django__django-12589,False,25,4.12024500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12591,False,21,4.18045500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12613,False,25,4.01970000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-12627,False,24,4.08054000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-12630,False,22,4.02442500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-12663,False,23,4.12303500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12700,False,23,4.14241500,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-12708,False,28,4.11133500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12713,False,25,4.06000500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12733,False,9,1.46107500,submitted,0
20240402_sweagent_claude3opus,full,django__django-12734,False,27,4.13436000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12741,False,19,3.58636500,submitted,1
20240402_sweagent_claude3opus,full,django__django-12747,False,25,4.13829000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12748,False,7,1.15536000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12771,False,24,4.22322000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12796,False,8,1.41762000,submitted,1
20240402_sweagent_claude3opus,full,django__django-12803,False,25,4.02103500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-12830,False,24,4.15719000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-12851,False,21,4.05792000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12855,False,24,4.09899000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-12856,False,20,4.19280000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12858,False,27,4.14223500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12869,False,23,4.08859500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-12908,False,21,4.09533000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12910,False,12,2.22012000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12912,False,11,1.74373500,submitted,0
20240402_sweagent_claude3opus,full,django__django-12915,False,5,0.81780000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12928,False,14,2.71434000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12933,True,6,0.82695000,submitted,1
20240402_sweagent_claude3opus,full,django__django-12936,False,21,4.06177500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12951,False,16,2.46490500,early_exit,0
20240402_sweagent_claude3opus,full,django__django-12953,False,24,4.06623000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12957,False,15,3.14259000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12961,False,23,4.02319500,submitted (exit_cost),17
20240402_sweagent_claude3opus,full,django__django-12965,False,21,4.21534500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-12973,False,7,1.06509000,submitted,0
20240402_sweagent_claude3opus,full,django__django-12983,False,13,2.05521000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13012,False,26,4.01061000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13022,True,15,2.44120500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13023,False,24,4.20892500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13028,False,18,4.20601500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13030,False,23,4.08831000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13032,False,17,4.13926500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13033,False,24,4.07383500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13066,False,14,2.53408500,submitted,3
20240402_sweagent_claude3opus,full,django__django-13089,False,7,1.24165500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13097,False,24,4.00917000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13109,False,23,4.05874500,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13111,False,21,4.22229000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13112,False,24,4.14183000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13115,False,21,3.71811000,submitted,3
20240402_sweagent_claude3opus,full,django__django-13118,False,23,4.07385000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13121,False,24,4.06510500,exit_cost,5
20240402_sweagent_claude3opus,full,django__django-13128,False,27,4.13665500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13145,False,20,4.11984000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13158,False,27,4.14594000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13165,False,21,4.01467500,submitted (exit_cost),8
20240402_sweagent_claude3opus,full,django__django-13170,False,25,4.21872000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13192,False,12,1.98718500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13195,False,21,4.05609000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13199,False,17,3.25762500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13207,False,5,0.74298000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13212,False,20,3.85899000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13218,False,23,4.02322500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13220,False,12,1.90525500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13230,True,10,1.51582500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13233,False,25,4.20228000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13236,False,18,4.00888500,exit_cost,8
20240402_sweagent_claude3opus,full,django__django-13250,False,19,4.17910500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13251,False,26,4.01671500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13265,False,25,4.10320500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13267,False,10,1.45611000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13279,True,7,1.05961500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13287,False,26,4.02264000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13295,False,26,4.09497000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13297,False,24,4.03839000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13300,False,24,4.10094000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13301,True,10,1.84258500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13315,False,25,4.02714000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13321,False,21,4.20859500,submitted (exit_cost),10
20240402_sweagent_claude3opus,full,django__django-13325,False,21,4.06399500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13341,False,23,4.00774500,submitted (exit_cost),11
20240402_sweagent_claude3opus,full,django__django-13343,False,24,4.03761000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-13344,False,24,4.03039500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13346,False,26,4.12177500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13347,False,23,4.13586000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13350,False,22,4.07668500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13354,False,22,4.00857000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13355,False,22,4.11606000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13363,False,23,4.10070000,submitted (exit_cost),5
20240402_sweagent_claude3opus,full,django__django-13369,False,23,4.15600500,submitted (exit_cost),5
20240402_sweagent_claude3opus,full,django__django-13371,False,25,4.04601000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13386,True,14,2.36659500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13401,False,25,4.05816000,submitted (exit_cost),9
20240402_sweagent_claude3opus,full,django__django-13406,False,24,4.03104000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13410,True,10,1.75386000,submitted,2
20240402_sweagent_claude3opus,full,django__django-13413,False,25,4.26486000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13426,False,22,4.04061000,submitted (exit_cost),8
20240402_sweagent_claude3opus,full,django__django-13431,False,24,4.08166500,submitted (exit_cost),10
20240402_sweagent_claude3opus,full,django__django-13447,True,10,1.64793000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13448,False,19,4.03332000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13454,False,26,4.00515000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13458,False,23,4.07916000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13460,False,28,4.07974500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13466,False,24,4.17453000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13484,False,23,4.05439500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13490,False,26,4.00483500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13495,False,21,4.07377500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13512,False,22,3.64690500,submitted,6
20240402_sweagent_claude3opus,full,django__django-13513,False,13,2.12698500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13516,False,19,2.75320500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13528,False,27,4.10799000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13530,False,23,4.00653000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13537,False,5,0.72808500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13551,False,12,2.34888000,submitted,1
20240402_sweagent_claude3opus,full,django__django-13553,True,20,3.59322000,submitted,1
20240402_sweagent_claude3opus,full,django__django-13556,True,24,3.97708500,submitted,10
20240402_sweagent_claude3opus,full,django__django-13560,False,24,4.04547000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13568,False,25,4.13140500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13569,False,26,4.08001500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13578,False,22,4.07007000,submitted (exit_cost),13
20240402_sweagent_claude3opus,full,django__django-13585,False,23,4.19631000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13589,False,25,4.08069000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-13590,False,25,4.05421500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13592,False,23,4.16236500,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13606,False,20,3.95857500,MISSING,3
20240402_sweagent_claude3opus,full,django__django-13607,False,25,4.13280000,submitted (exit_cost),14
20240402_sweagent_claude3opus,full,django__django-13615,False,18,3.63151500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13616,False,14,2.43138000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13620,False,27,4.01758500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13658,True,22,4.05711000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13660,False,10,1.66198500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13665,False,25,4.00299000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13667,False,21,4.06977000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13670,True,13,2.11401000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13671,False,23,4.17160500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13682,False,26,4.13431500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13684,False,7,1.26915000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13689,False,24,4.12914000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-13691,False,23,4.06732500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-13693,True,13,2.26842000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13708,False,20,4.12021500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-13710,True,16,2.81601000,submitted,1
20240402_sweagent_claude3opus,full,django__django-13714,False,23,4.11097500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13741,True,9,1.50949500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13743,False,6,0.93604500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13744,False,16,3.01722000,submitted,1
20240402_sweagent_claude3opus,full,django__django-13757,False,15,4.43985000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13768,False,23,4.12759500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13773,False,13,2.88232500,submitted,1
20240402_sweagent_claude3opus,full,django__django-13774,False,25,4.07301000,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-13786,True,17,4.05174000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-13791,False,13,2.10603000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13797,False,23,4.20274500,submitted (exit_cost),19
20240402_sweagent_claude3opus,full,django__django-13800,False,27,4.24210500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13807,False,26,3.94353000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13808,False,20,4.04752500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-13809,False,22,4.02124500,exit_cost,18
20240402_sweagent_claude3opus,full,django__django-13814,False,11,1.63690500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13820,True,5,0.74331000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13821,False,19,3.71340000,submitted,0
20240402_sweagent_claude3opus,full,django__django-13822,False,19,4.02051000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13824,False,24,4.09974000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13837,False,10,1.79274000,submitted,3
20240402_sweagent_claude3opus,full,django__django-13841,True,11,4.16166000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-13886,False,22,4.04581500,exit_cost,4
20240402_sweagent_claude3opus,full,django__django-13915,False,21,4.07715000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13924,False,18,3.40977000,submitted,4
20240402_sweagent_claude3opus,full,django__django-13925,False,24,4.10173500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13933,False,25,4.14007500,submitted (exit_cost),12
20240402_sweagent_claude3opus,full,django__django-13952,False,9,1.58170500,submitted,0
20240402_sweagent_claude3opus,full,django__django-13964,False,24,4.09425000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-13992,False,26,4.09009500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-13995,False,11,1.87069500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14007,False,25,4.19688000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14011,False,14,2.06200500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14014,False,27,4.07713500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14016,False,23,4.17070500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14017,False,24,4.02696000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14019,False,20,4.05901500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14026,False,25,4.01355000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14031,False,11,1.74132000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14034,False,22,3.78045000,submitted,7
20240402_sweagent_claude3opus,full,django__django-14043,False,12,2.13699000,submitted,1
20240402_sweagent_claude3opus,full,django__django-14056,False,21,4.11028500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14059,False,24,4.01667000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14071,False,19,2.91171000,submitted,1
20240402_sweagent_claude3opus,full,django__django-14077,False,27,4.08657000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14089,True,9,1.27947000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14109,False,21,4.05258000,submitted (exit_cost),5
20240402_sweagent_claude3opus,full,django__django-14122,False,22,4.14300000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14149,False,25,4.04811000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14151,False,15,2.31952500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14155,False,21,4.20600000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14164,False,25,4.10755500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14169,False,25,4.19748000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14170,False,24,4.09629000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14179,True,21,4.15914000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-14182,False,26,4.06276500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14199,False,23,3.64975500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14238,False,27,4.16640000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14241,False,25,4.00462500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14266,False,18,3.67542000,submitted,3
20240402_sweagent_claude3opus,full,django__django-14267,False,23,4.04202000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-14271,False,18,4.12705500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14282,False,18,3.08109000,submitted,1
20240402_sweagent_claude3opus,full,django__django-14291,True,10,1.50631500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14311,False,11,1.77721500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14315,False,19,3.23436000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14334,False,22,4.09996500,exit_cost,0
20240402_sweagent_claude3opus,full,django__django-14341,True,10,1.81167000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14349,False,17,4.17318000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14351,False,19,4.05997500,submitted (exit_cost),8
20240402_sweagent_claude3opus,full,django__django-14368,False,16,2.68317000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14372,False,25,4.02727500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14373,True,16,2.62333500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14374,False,22,4.07592000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14376,False,12,1.93971000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14382,True,9,1.39390500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14387,False,21,4.07620500,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-14395,False,22,3.69547500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14396,False,15,2.72497500,submitted,7
20240402_sweagent_claude3opus,full,django__django-14404,False,23,4.04718000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-14407,False,23,4.00032000,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14411,False,22,4.06489500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14416,False,6,0.96691500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14430,False,23,4.00743000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14434,False,22,4.12896000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14441,False,9,1.27624500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14444,False,26,4.19011500,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-14447,True,21,4.24771500,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14453,False,26,4.15120500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14471,False,20,4.17322500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-14480,False,24,4.03122000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14493,False,26,4.16289000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14495,False,26,4.10460000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14500,False,11,1.46581500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14508,False,26,4.14693000,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14513,False,7,1.16490000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14518,False,19,4.19178000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14534,False,19,3.28495500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14539,True,11,1.70163000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14558,True,22,3.51417000,submitted,3
20240402_sweagent_claude3opus,full,django__django-14559,False,23,4.01206500,submitted (exit_cost),4
20240402_sweagent_claude3opus,full,django__django-14580,False,19,2.98584000,submitted,4
20240402_sweagent_claude3opus,full,django__django-14584,False,24,4.25466000,exit_cost,0
20240402_sweagent_claude3opus,full,django__django-14599,False,3,0.49860000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14602,False,10,1.59922500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14608,False,21,4.12128000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14631,False,22,4.52935500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14634,False,15,2.38621500,submitted,2
20240402_sweagent_claude3opus,full,django__django-14641,False,11,1.90000500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14645,False,20,3.19237500,submitted,2
20240402_sweagent_claude3opus,full,django__django-14664,False,25,4.02264000,exit_cost,3
20240402_sweagent_claude3opus,full,django__django-14667,False,25,4.01478000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14672,True,21,4.11147000,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14681,False,25,4.13098500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14717,False,13,3.46405500,submitted,1
20240402_sweagent_claude3opus,full,django__django-14722,False,22,4.02397500,submitted (exit_cost),0
20240402_sweagent_claude3opus,full,django__django-14725,False,20,4.00188000,submitted (exit_cost),1
20240402_sweagent_claude3opus,full,django__django-14727,False,8,1.37686500,submitted,2
20240402_sweagent_claude3opus,full,django__django-14730,False,28,4.14559500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14751,False,8,1.30315500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14752,True,11,1.82932500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14762,False,22,4.05375000,submitted (exit_cost),7
20240402_sweagent_claude3opus,full,django__django-14765,True,5,0.77229000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14771,False,24,4.00600500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14779,False,25,4.08105000,submitted (exit_cost),6
20240402_sweagent_claude3opus,full,django__django-14785,False,23,4.17001500,submitted (exit_cost),3
20240402_sweagent_claude3opus,full,django__django-14787,False,11,1.64428500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14792,False,9,1.25373000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14802,False,5,0.74910000,submitted,0
20240402_sweagent_claude3opus,full,django__django-14805,False,21,4.01908500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14812,False,25,4.04239500,submitted (exit_cost),2
20240402_sweagent_claude3opus,full,django__django-14832,False,20,4.01881500,submitted (exit_cost),13
20240402_sweagent_claude3opus,full,django__django-14855,False,6,0.91873500,submitted,0
20240402_sweagent_claude3opus,full,django__django-14861,False,26,4.09245000,submitted (exit_cost),1
